Besys	Nivå 1 kode	col_2	col_3	Nivå 2 beskrivelse	Trinn	Sammensatt_kode	Verdi	Type	RS	Nivå 2 kode ny	Tags	Nivå 2 tags
4	TG	Gammelt tre	PRce	Totalantall gamle trær - Kirsebær og morell (Prunus subg. Cerasus)  	7	4TG-PRce_7	32-64 per daa	T4/daa	4	4TG-PRce	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRdo	Totalantall gamle trær - Plomme (Prunus domestica)     	7	4TG-PRdo_7	32-64 per daa	T4/daa	4	4TG-PRdo	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRpa	Totalantall gamle trær - Hegg (Prunus padus)     	7	4TG-PRpa_7	32-64 per daa	T4/daa	4	4TG-PRpa	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRsp	Totalantall gamle trær - Slåpetorn (Prunus spinosa)     	7	4TG-PRsp_7	32-64 per daa	T4/daa	4	4TG-PRsp	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUsy	Totalantall gamle trær - Furu (Pinus sylvestris)     	7	4TG-PUsy_7	32-64 per daa	T4/daa	4	4TG-PUsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUzz	Totalantall gamle trær - Innførte furu-arter (Pinus spp.)    	7	4TG-PUzz_7	32-64 per daa	T4/daa	4	4TG-PUzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PYco	Totalantall gamle trær - Pære (Pyrus communis)     	7	4TG-PYco_7	32-64 per daa	T4/daa	4	4TG-PYco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	QU	Totalantall gamle trær - Eikeslekta (Quercus sp.)     	7	4TG-QU_7	32-64 per daa	T4/daa	4	4TG-QU	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAca	Totalantall gamle trær - Selje (Salix caprea)     	7	4TG-SAca_7	32-64 per daa	T4/daa	4	4TG-SAca	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAda	Totalantall gamle trær - Doggpil (Salix daphnoides)     	7	4TG-SAda_7	32-64 per daa	T4/daa	4	4TG-SAda	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SApe	Totalantall gamle trær - Istervier (Salix pentandra)     	7	4TG-SApe_7	32-64 per daa	T4/daa	4	4TG-SApe	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAtr	Totalantall gamle trær - Mandelpil (Salix triandra)     	7	4TG-SAtr_7	32-64 per daa	T4/daa	4	4TG-SAtr	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SAzz	Totalantall gamle trær - Innførte pilearter (Salix spp.)    	7	4TG-SAzz_7	32-64 per daa	T4/daa	4	4TG-SAzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SOau	Totalantall gamle trær - Rogn (Sorbus aucuparia)     	7	4TG-SOau_7	32-64 per daa	T4/daa	4	4TG-SOau	Trinn	Kilde til variasjon
4	TG	Gammelt tre	SOzz	Totalantall gamle trær - Asal (Sorbus-arter unntatt rogn)    	7	4TG-SOzz_7	32-64 per daa	T4/daa	4	4TG-SOzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	TAba	Totalantall gamle trær - Barlind (Taxus baccata)     	7	4TG-TAba_7	32-64 per daa	T4/daa	4	4TG-TAba	Trinn	Kilde til variasjon
4	TG	Gammelt tre	TIco	Totalantall gamle trær - Lind (Tilia cordata)     	7	4TG-TIco_7	32-64 per daa	T4/daa	4	4TG-TIco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ULgl	Totalantall gamle trær - Alm (Ulmus glabra)     	7	4TG-ULgl_7	32-64 per daa	T4/daa	4	4TG-ULgl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	XY	Totalantall gamle trær av et gitt treslag	7	4TG-XY_7	32-64 per daa	T4/daa	4	4TG-XY	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	BS	Tre med brannspor	7	4TL-BS_7	32-64 per daa	T4/daa	5	4TL-BS	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	HE	Hengelavstre	7	4TL-HE_7	32-64 per daa	T4/daa	4	4TL-HE	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	HL	Hult lauvtre	7	4TL-HL_7	32-64 per daa	T4/daa	4	4TL-HL	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	RB	Rikbarkstre	7	4TL-RB_7	32-64 per daa	T4/daa	4	4TL-RB	Trinn	Kilde til variasjon
4	TL	Tre med spesielt livsmedium	SB	Tre med sprekkebark	7	4TL-SB_7	32-64 per daa	T4/daa	4	4TL-SB	Trinn	Kilde til variasjon
4	TS	Trestørrelse	AB-TS	Totalantall store trær - Edelgranslekta (Abies spp.)     	7	4TS-AB-TS_7	32-64 per daa	T4/daa	4	4TS-AB-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ACpl-TS	Totalantall store trær - Spisslønn (Acer platanoides)     	7	4TS-ACpl-TS_7	32-64 per daa	T4/daa	4	4TS-ACpl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ACps-TS	Totalantall store trær - Platanlønn (Acer pseudoplatanus)     	7	4TS-ACps-TS_7	32-64 per daa	T4/daa	4	4TS-ACps-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	AEhi-TS	Totalantall store trær - Hestekastanje (Aesculus hippocastanum)     	7	4TS-AEhi-TS_7	32-64 per daa	T4/daa	4	4TS-AEhi-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ALgl-TS	Totalantall store trær - Svartor (Alnus glutinosus)     	7	4TS-ALgl-TS_7	32-64 per daa	T4/daa	4	4TS-ALgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ALin-TS	Totalantall store trær - Gråor (Alnus incana)     	7	4TS-ALin-TS_7	32-64 per daa	T4/daa	4	4TS-ALin-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpe-TS	Totalantall store trær - Hengebjørk (Betula pendula)     	7	4TS-BEpe-TS_7	32-64 per daa	T4/daa	4	4TS-BEpe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BEpu-TS	Totalantall store trær - Bjørk (Betula pubescens)     	7	4TS-BEpu-TS_7	32-64 per daa	T4/daa	4	4TS-BEpu-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BE-TS	Totalantall store trær - Bjørkeslekta (Betula spp.)     	7	4TS-BE-TS_7	32-64 per daa	T4/daa	4	4TS-BE-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	BL-TS	Totalantall store trær - Boreale lauvtrær	7	4TS-BL-TS_7	32-64 per daa	T4/daa	4	4TS-BL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	COav-TS	Totalantall store trær - Hassel (Corylus avellana)     	7	4TS-COav-TS_7	32-64 per daa	T4/daa	4	4TS-COav-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	EL-TS	Totalantall store trær - Edellauvtrær	7	4TS-EL-TS_7	32-64 per daa	T4/daa	4	4TS-EL-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FAsy-TS	Totalantall store trær - Bøk (Fagus sulvatica)     	7	4TS-FAsy-TS_7	32-64 per daa	T4/daa	4	4TS-FAsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FB-TS	Totalantall store trær - Fremmede bartrær	7	4TS-FB-TS_7	32-64 per daa	T4/daa	4	4TS-FB-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FRex-TS	Totalantall store trær - Ask (Fraxinus excelsior)     	7	4TS-FRex-TS_7	32-64 per daa	T4/daa	4	4TS-FRex-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	FUal-TS	Totalantall store trær - Trollhegg (Frangula alnus)     	7	4TS-FUal-TS_7	32-64 per daa	T4/daa	4	4TS-FUal-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	GF-TS	Totalantall store trær - Gran eller furu	7	4TS-GF-TS_7	32-64 per daa	T4/daa	4	4TS-GF-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	LA-TS	Totalantall store trær - Lerk (Larix spp.)     	7	4TS-LA-TS_7	32-64 per daa	T4/daa	4	4TS-LA-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	MAsy-TS	Totalantall store trær - Eple (Malus sylvestris)     	7	4TS-MAsy-TS_7	32-64 per daa	T4/daa	4	4TS-MAsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PIab-TS	Totalantall store trær - Gran (Picea abies)     	7	4TS-PIab-TS_7	32-64 per daa	T4/daa	4	4TS-PIab-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PIzz-TS	Totalantall store trær - Innførte gran-arter (Picea spp., inkl. sitkagran P. sitchensis)	7	4TS-PIzz-TS_7	32-64 per daa	T4/daa	4	4TS-PIzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	POtr-TS	Totalantall store trær - Osp (Populus tremula)     	7	4TS-POtr-TS_7	32-64 per daa	T4/daa	4	4TS-POtr-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	POzz-TS	Totalantall store trær - Innførte poppel-arter (Populus spp.)    	7	4TS-POzz-TS_7	32-64 per daa	T4/daa	4	4TS-POzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRce-TS	Totalantall store trær - Kirsebær og morell (Prunus subg. Cerasus)  	7	4TS-PRce-TS_7	32-64 per daa	T4/daa	4	4TS-PRce-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRdo-TS	Totalantall store trær - Plomme (Prunus domestica)     	7	4TS-PRdo-TS_7	32-64 per daa	T4/daa	4	4TS-PRdo-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRpa-TS	Totalantall store trær - Hegg (Prunus padus)     	7	4TS-PRpa-TS_7	32-64 per daa	T4/daa	4	4TS-PRpa-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PRsp-TS	Totalantall store trær - Slåpetorn (Prunus spinosa)     	7	4TS-PRsp-TS_7	32-64 per daa	T4/daa	4	4TS-PRsp-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PUsy-TS	Totalantall store trær - Furu (Pinus sylvestris)     	7	4TS-PUsy-TS_7	32-64 per daa	T4/daa	4	4TS-PUsy-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PUzz-TS	Totalantall store trær - Innførte furu-arter (Pinus spp.)    	7	4TS-PUzz-TS_7	32-64 per daa	T4/daa	4	4TS-PUzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	PYco-TS	Totalantall store trær - Pære (Pyrus communis)     	7	4TS-PYco-TS_7	32-64 per daa	T4/daa	4	4TS-PYco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	QU-TS	Totalantall store trær - Eikeslekta (Quercus sp.)     	7	4TS-QU-TS_7	32-64 per daa	T4/daa	4	4TS-QU-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAca-TS	Totalantall store trær - Selje (Salix caprea)     	7	4TS-SAca-TS_7	32-64 per daa	T4/daa	4	4TS-SAca-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAda-TS	Totalantall store trær - Doggpil (Salix daphnoides)     	7	4TS-SAda-TS_7	32-64 per daa	T4/daa	4	4TS-SAda-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SApe-TS	Totalantall store trær - Istervier (Salix pentandra)     	7	4TS-SApe-TS_7	32-64 per daa	T4/daa	4	4TS-SApe-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAtr-TS	Totalantall store trær - Mandelpil (Salix triandra)     	7	4TS-SAtr-TS_7	32-64 per daa	T4/daa	4	4TS-SAtr-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SAzz-TS	Totalantall store trær - Innførte pilearter (Salix spp.)    	7	4TS-SAzz-TS_7	32-64 per daa	T4/daa	4	4TS-SAzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SOau-TS	Totalantall store trær - Rogn (Sorbus aucuparia)     	7	4TS-SOau-TS_7	32-64 per daa	T4/daa	4	4TS-SOau-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	SOzz-TS	Totalantall store trær - Asal (Sorbus-arter unntatt rogn)    	7	4TS-SOzz-TS_7	32-64 per daa	T4/daa	4	4TS-SOzz-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	T0	Totalt treantall 	7	4TS-T0_7	32-64 per daa	T4/daa	4	4TS-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TAba-TS	Totalantall store trær - Barlind (Taxus baccata)     	7	4TS-TAba-TS_7	32-64 per daa	T4/daa	4	4TS-TAba-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TIco-TS	Totalantall store trær - Lind (Tilia cordata)     	7	4TS-TIco-TS_7	32-64 per daa	T4/daa	4	4TS-TIco-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	TS	Totalantall store trær	7	4TS-TS_7	32-64 per daa	T4/daa	4	4TS-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	ULgl-TS	Totalantall store trær - Alm (Ulmus glabra)     	7	4TS-ULgl-TS_7	32-64 per daa	T4/daa	4	4TS-ULgl-TS	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D0	Antall svært små trær, med dbh (diameter i brysthøyde) < 5 cm (per treslag)	7	4TS-XY-GD-D0_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D1	Antall små trær, med 5 cm < dbh  < 10 cm (per treslag)	7	4TS-XY-GD-D1_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D2	Antall nokså små trær, med 10 cm < dbh  < 20 cm (per treslag)	7	4TS-XY-GD-D2_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D2	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D3	Antall nokså store trær, med 20 cm < dbh  < 30 cm (per treslag)	7	4TS-XY-GD-D3_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D3	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D4	Antall store trær, med 30 cm < dbh  < 40 cm (per treslag)	7	4TS-XY-GD-D4_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D4	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D5	Antall svært store trær, med 40 cm < dbh  < 80 cm (per treslag)	7	4TS-XY-GD-D5_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D5	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-GD-D6	Antall kjemper, med dbh  > 80 cm (per treslag)	7	4TS-XY-GD-D6_7	32-64 per daa	T4/daa	4	4TS-XY-GD-D6	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T0	Totalt treantall  (per treslag)	7	4TS-XY-T0_7	32-64 per daa	T4/daa	4	4TS-XY-T0	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T1	Totalantall trær som er små eller større enn små (antall trær med dbh > 5 cm)  (per treslag)	7	4TS-XY-T1_7	32-64 per daa	T4/daa	4	4TS-XY-T1	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T2	Totalantall trær som er nokså små eller større enn nokså små (antall trær med dbh > 10 cm)  (per treslag)	7	4TS-XY-T2_7	32-64 per daa	T4/daa	4	4TS-XY-T2	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T3	Totalantall trær som er nokså store eller større enn nokså store (antall trær med dbh > 20 cm)  (per treslag)	7	4TS-XY-T3_7	32-64 per daa	T4/daa	4	4TS-XY-T3	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T4	Totalantall store trær og trær som er større enn store (antall trær med dbh > 30 cm)  (per treslag)	7	4TS-XY-T4_7	32-64 per daa	T4/daa	4	4TS-XY-T4	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-T5	Totalantall svært store trær og kjemper (antall trær med dbh > 40 cm)  (per treslag)	7	4TS-XY-T5_7	32-64 per daa	T4/daa	4	4TS-XY-T5	Trinn	Kilde til variasjon
4	TS	Trestørrelse	XY-TS	Totalantall store trær (per treslag)	7	4TS-XY-TS_7	32-64 per daa	T4/daa	4	4TS-XY-TS	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	0	Totalantall stående døde trær	4	4DG-0_4	4-8 per daa	T4/daa	4	4DG-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-0	Middels dimensjon (10–30 cm) - Alle treslag	4	4DG-M-0_4	4-8 per daa	T4/daa	4	4DG-M-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-B	Middels dimensjon (10–30 cm) - Bartrær	4	4DG-M-B_4	4-8 per daa	T4/daa	4	4DG-M-B	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	M-L	Middels dimensjon (10–30 cm) - Lauvtrær	4	4DG-M-L_4	4-8 per daa	T4/daa	4	4DG-M-L	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-0	Stor dimensjon (> 30 cm) - Alle treslag	4	4DG-S-0_4	4-8 per daa	T4/daa	4	4DG-S-0	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-B	Stor dimensjon (> 30 cm) - Bartrær	4	4DG-S-B_4	4-8 per daa	T4/daa	4	4DG-S-B	Trinn	Kilde til variasjon
4	DG	Stående død ved (gadder)	S-L	Stor dimensjon (> 30 cm) - Lauvtrær	4	4DG-S-L_4	4-8 per daa	T4/daa	4	4DG-S-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0	Totalantall liggende dødvedenheter	4	4DL-0_4	4-8 per daa	T4/daa	4	4DL-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0-B	Totalantall liggende dødvedenheter - Bartrær	4	4DL-0-B_4	4-8 per daa	T4/daa	4	4DL-0-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	0-L	Totalantall liggende dødvedenheter - Lauvtrær	4	4DL-0-L_4	4-8 per daa	T4/daa	4	4DL-0-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	L	Stor dimensjon (> 30 cm) - Totalantall lite nedbrutte dødvedenheter	4	4DL-L_4	4-8 per daa	T4/daa	4	4DL-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-0	Middels dimensjon (10–30 cm), lite nedbrutt - Alle treslag	4	4DL-ML-0_4	4-8 per daa	T4/daa	4	4DL-ML-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-B	Middels dimensjon (10–30 cm), lite nedbrutt - Bartrær	4	4DL-ML-B_4	4-8 per daa	T4/daa	4	4DL-ML-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	ML-L	Middels dimensjon (10–30 cm), lite nedbrutt - Lauvtrær	4	4DL-ML-L_4	4-8 per daa	T4/daa	4	4DL-ML-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-0	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Alle treslag	4	4DL-MS-0_4	4-8 per daa	T4/daa	4	4DL-MS-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-B	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Bartrær	4	4DL-MS-B_4	4-8 per daa	T4/daa	4	4DL-MS-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	MS-L	Middels dimensjon (10–30 cm), sterkt nedbrutt  - Lauvtrær	4	4DL-MS-L_4	4-8 per daa	T4/daa	4	4DL-MS-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	S	Stor dimensjon (> 30 cm) - Totalantall sterkt nedbrutte dødvedenheter	4	4DL-S_4	4-8 per daa	T4/daa	4	4DL-S	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-0	Stor dimensjon (> 30 cm), lite nedbrutt  - Alle treslag	4	4DL-SL-0_4	4-8 per daa	T4/daa	4	4DL-SL-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-B	Stor dimensjon (> 30 cm), lite nedbrutt  - Bartrær	4	4DL-SL-B_4	4-8 per daa	T4/daa	4	4DL-SL-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SL-L	Stor dimensjon (> 30 cm), lite nedbrutt  - Lauvtrær	4	4DL-SL-L_4	4-8 per daa	T4/daa	4	4DL-SL-L	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-0	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Alle treslag	4	4DL-SS-0_4	4-8 per daa	T4/daa	4	4DL-SS-0	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-B	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Bartrær	4	4DL-SS-B_4	4-8 per daa	T4/daa	4	4DL-SS-B	Trinn	Kilde til variasjon
4	DL	Liggende død ved (læger)	SS-L	Stor dimensjon (> 30 cm), sterkt nedbrutt  - Lauvtrær	4	4DL-SS-L_4	4-8 per daa	T4/daa	4	4DL-SS-L	Trinn	Kilde til variasjon
4	RV	Rotvelt	0	Alle rotvelter	4	4RV-0_4	4-8 per daa	T4/daa	4	4RV-0	Trinn	Kilde til variasjon
4	RV	Rotvelt	RL	Liten rotvelt	4	4RV-RL_4	4-8 per daa	T4/daa	4	4RV-RL	Trinn	Kilde til variasjon
4	RV	Rotvelt	RS	Stor rotvelt	4	4RV-RS_4	4-8 per daa	T4/daa	4	4RV-RS	Trinn	Kilde til variasjon
4	TG	Gammelt tre	0	Totalantall gamle trær	4	4TG-0_4	4-8 per daa	T4/daa	4	4TG-0	Trinn	Kilde til variasjon
4	TG	Gammelt tre	AB	Totalantall gamle trær - Edelgranslekta (Abies spp.)     	4	4TG-AB_4	4-8 per daa	T4/daa	4	4TG-AB	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ACpl	Totalantall gamle trær - Spisslønn (Acer platanoides)     	4	4TG-ACpl_4	4-8 per daa	T4/daa	4	4TG-ACpl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ACps	Totalantall gamle trær - Platanlønn (Acer pseudoplatanus)     	4	4TG-ACps_4	4-8 per daa	T4/daa	4	4TG-ACps	Trinn	Kilde til variasjon
4	TG	Gammelt tre	AEhi	Totalantall gamle trær - Hestekastanje (Aesculus hippocastanum)     	4	4TG-AEhi_4	4-8 per daa	T4/daa	4	4TG-AEhi	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ALgl	Totalantall gamle trær - Svartor (Alnus glutinosus)     	4	4TG-ALgl_4	4-8 per daa	T4/daa	4	4TG-ALgl	Trinn	Kilde til variasjon
4	TG	Gammelt tre	ALin	Totalantall gamle trær - Gråor (Alnus incana)     	4	4TG-ALin_4	4-8 per daa	T4/daa	4	4TG-ALin	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BE	Totalantall gamle trær - Bjørkeslekta (Betula spp.)     	4	4TG-BE_4	4-8 per daa	T4/daa	4	4TG-BE	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BEpe	Totalantall gamle trær - Hengebjørk (Betula pendula)     	4	4TG-BEpe_4	4-8 per daa	T4/daa	4	4TG-BEpe	Trinn	Kilde til variasjon
4	TG	Gammelt tre	BEpu	Totalantall gamle trær - Bjørk (Betula pubescens)     	4	4TG-BEpu_4	4-8 per daa	T4/daa	4	4TG-BEpu	Trinn	Kilde til variasjon
4	TG	Trestørrelse	BL	Totalantall gamle trær - Boreale lauvtrær	4	4TG-BL_4	4-8 per daa	T4/daa	4	4TG-BL	Trinn	Kilde til variasjon
4	TG	Gammelt tre	COav	Totalantall gamle trær - Hassel (Corylus avellana)     	4	4TG-COav_4	4-8 per daa	T4/daa	4	4TG-COav	Trinn	Kilde til variasjon
4	TG	Trestørrelse	EL	Totalantall gamle trær - Edellauvtrær	4	4TG-EL_4	4-8 per daa	T4/daa	4	4TG-EL	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FAsy	Totalantall gamle trær - Bøk (Fagus sulvatica)     	4	4TG-FAsy_4	4-8 per daa	T4/daa	4	4TG-FAsy	Trinn	Kilde til variasjon
4	TG	Trestørrelse	FB	Totalantall gamle trær - Fremmede bartrær	4	4TG-FB_4	4-8 per daa	T4/daa	4	4TG-FB	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FRex	Totalantall gamle trær - Ask (Fraxinus excelsior)     	4	4TG-FRex_4	4-8 per daa	T4/daa	4	4TG-FRex	Trinn	Kilde til variasjon
4	TG	Gammelt tre	FUal	Totalantall gamle trær - Trollhegg (Frangula alnus)     	4	4TG-FUal_4	4-8 per daa	T4/daa	4	4TG-FUal	Trinn	Kilde til variasjon
4	TG	Trestørrelse	GF	Totalantall gamle trær - Gran eller furu	4	4TG-GF_4	4-8 per daa	T4/daa	4	4TG-GF	Trinn	Kilde til variasjon
4	TG	Gammelt tre	LA	Totalantall gamle trær - Lerk (Larix spp.)     	4	4TG-LA_4	4-8 per daa	T4/daa	4	4TG-LA	Trinn	Kilde til variasjon
4	TG	Gammelt tre	MAsy	Totalantall gamle trær - Eple (Malus sylvestris)     	4	4TG-MAsy_4	4-8 per daa	T4/daa	4	4TG-MAsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PIab	Totalantall gamle trær - Gran (Picea abies)     	4	4TG-PIab_4	4-8 per daa	T4/daa	4	4TG-PIab	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PIzz	Totalantall gamle trær - Innførte gran-arter (Picea spp., inkl. sitkagran P. sitchensis)	4	4TG-PIzz_4	4-8 per daa	T4/daa	4	4TG-PIzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	POtr	Totalantall gamle trær - Osp (Populus tremula)     	4	4TG-POtr_4	4-8 per daa	T4/daa	4	4TG-POtr	Trinn	Kilde til variasjon
4	TG	Gammelt tre	POzz	Totalantall gamle trær - Innførte poppel-arter (Populus spp.)    	4	4TG-POzz_4	4-8 per daa	T4/daa	4	4TG-POzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRce	Totalantall gamle trær - Kirsebær og morell (Prunus subg. Cerasus)  	4	4TG-PRce_4	4-8 per daa	T4/daa	4	4TG-PRce	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRdo	Totalantall gamle trær - Plomme (Prunus domestica)     	4	4TG-PRdo_4	4-8 per daa	T4/daa	4	4TG-PRdo	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRpa	Totalantall gamle trær - Hegg (Prunus padus)     	4	4TG-PRpa_4	4-8 per daa	T4/daa	4	4TG-PRpa	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PRsp	Totalantall gamle trær - Slåpetorn (Prunus spinosa)     	4	4TG-PRsp_4	4-8 per daa	T4/daa	4	4TG-PRsp	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUsy	Totalantall gamle trær - Furu (Pinus sylvestris)     	4	4TG-PUsy_4	4-8 per daa	T4/daa	4	4TG-PUsy	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PUzz	Totalantall gamle trær - Innførte furu-arter (Pinus spp.)    	4	4TG-PUzz_4	4-8 per daa	T4/daa	4	4TG-PUzz	Trinn	Kilde til variasjon
4	TG	Gammelt tre	PYco	Totalantall gamle trær - Pære (Pyrus communis)     	4	4TG-PYco_4	4-8 per daa	T4/daa	4	4TG-PYco	Trinn	Kilde til variasjon
4	TG	Gammelt tre	QU	Totalantall gamle trær - Eikeslekta (Quercus sp.)     	4	4TG-QU_4	4-8 per daa	T4/daa	4	4TG-QU	Trinn	Kilde til variasjon
